uuid,max_price
a7c2eed6-4623-48a6-af99-f3c198a700e4,20.38
0eff327b-60fa-4271-974a-c62ea96f1f4c,21.12
4d9f3b45-727a-48e6-9601-030d726673ae,20.4
bee0f2b9-08b2-4e96-a474-5feaac4d9352,28.12
d96c7692-426c-43b4-ac39-fd0016dbfa55,15.49
2f5a014c-8613-479d-8edb-92800724e693,30.8
748fdf04-d5fd-44d2-9107-e6749e05c681,56.61
14a2577b-f202-4231-8e19-63abcdd8cb44,27.58
0ed9a7d0-89ad-410e-abf8-ebaa039d604f,24.72
444b989b-764b-44a6-ace0-0f42fc45f7ab,33.55
1c832aa1-606b-4df9-8740-19c351b2d4ce,44.27
f7dd094a-71ba-466e-b33f-b427190ca3b0,20.61
314d21b2-78fa-42e0-ba2e-345f3e9b35a3,46.29
51aa62f6-ca21-4181-8bfb-2653b716d0a8,21.37
71411785-a063-483d-9815-e9fd73db78cf,53.43
8ad03633-edb3-4603-a893-92119b6b2dbc,47.92
5c9e3dd1-f757-46f4-9178-cc26f2296880,20.18
e45d74c5-eea2-4082-a712-cf5f14b64572,36.95
0d91c89a-3c1c-42a1-b4ec-362fd85b78f3,20.35
9ff920d8-3c84-4f82-9a76-dfe69394d859,28.69
e4efaa43-9220-4cae-88de-368f69b51e85,41.21
b76734d2-ce96-460b-bbbf-e7fa54b2a4a4,27.12
171c0f02-f13a-428e-9c61-efa918711b5d,59.36
cc5cc59e-93c3-4ea4-92f5-c307a3d84ad0,43.03
7fa0d995-7e84-4bf9-9320-e42815040eb9,10.85
f5f097ed-a613-4548-96b5-eb1f85540ccc,52.49
d9d07624-f86f-47c5-86b3-acc6a778540d,53.48
7c4b208c-b21d-49f7-a3f9-3d5d326028b2,19.29
ead5e32a-faa2-493d-a335-47ac5f330adf,24.43
023e7a83-ef35-4956-a311-8c968768066e,51.83
f3c6a993-ad4d-4b0b-b616-7625bd3ca10e,48.51
f4c10890-a884-4d7c-88e9-fc3d09aca2ec,5.12
fc0f5236-9f1b-4832-afa9-cb9a6999b102,8.48
3d16739c-741f-406d-b71f-c7256e319a56,43.05
9568dc76-80a4-4343-89a7-7fc6b742e5d6,34.49
258d825b-749a-4669-bfcb-c74be56a8241,10.99
c9180bb2-8549-488e-b810-bfaab022ed41,43.74
76dd81b0-1ce7-4ea8-a113-cafe32fe066d,36.77
88f4fca1-3afd-4e81-97ad-85d7fbaf52c1,8.52
60f7755d-c1d4-4404-8795-1dd7f6d5e73f,59.82
8a1489de-b8fa-49ce-a869-a9a763979f8f,21.64
64604e86-7b0d-4470-8918-bcf4d0e89514,20.09
ebed761e-4366-4c17-b923-569677e83710,28.29
fcd8fa04-3dc9-4185-987e-87ee8f7ccdcd,53.07
aa13119e-3cf4-444f-9a72-341440294e55,23.21
3ca5b8f1-4728-416e-9158-1d71e9bf5512,40.53
2c4be4ad-3fde-48c1-979f-e0a6bffbd431,35.58
b208ca2d-37e6-4ce1-8779-5d20bdec0d76,40.24
ac395713-69fe-432e-b6a5-ec63d80ee853,9.64
d0665f96-5c75-449e-84dc-36374db848e8,8
75636318-3190-4b65-a333-9e1d5b15d67a,47.04
12f8943a-b83c-473d-8552-1e328c382a7f,26.6
da6889a4-c8ca-49a1-a1b6-aec6969e5b29,53.43
d80a6199-fa79-4ebe-b01b-6bc5a78d4ca4,12.09
bd1d520a-18ba-44db-a140-2bcb8131f767,57.67
e5355bd8-a4a9-4e98-9c99-4eacb380217b,44.24
e2a9406d-5ee8-4f43-bcf6-c50578dcbf04,50.89
6288d91c-a48f-4457-ba6d-befd4818d95c,58.78
3db65fe4-edee-4876-80a0-e0603afc3452,16.09
5fb172c6-4a23-4eca-baa7-22c8a623b273,32.22
f50e6d75-4ede-431b-9a70-b8d2ee1865f3,26.54
9bf94524-1aba-4d16-a4d7-13c9668ae2af,15.86
2ec55825-ce23-4e22-ba0d-e716af352f61,5.6
496a5fd8-3fb7-4032-b80d-270bfe3c34d9,44.38
577bc275-e82b-4be2-9ebf-72616d9cf1f8,52.83
3c3ced11-5a2a-4128-a5c3-34e9707b646c,1.14
69e2d021-2b71-4cd8-a054-855865e677f7,49.78
6ce25b98-3025-4e4a-b837-6d2708266142,9.7
55c72d48-c332-4563-b144-f7e81a160a83,19.71
ea5c0361-4eba-46d2-ad6b-576a99a24070,49.5
c242668e-bd61-4e7c-9dcd-7f38db5ac01c,43.66
4fbbdba6-8feb-4f1f-a84d-87d615de3ee1,21.75
168da92d-de45-49ea-ae27-aff00eec0670,39.05
882d4cf4-afeb-4142-9666-f01ce56fe314,25.99
e6d26e30-9fa5-4c8b-9192-da48849a835e,22.9
1b41019f-2143-48fe-a54c-683486e10c98,7.33
65f141c1-7136-49a7-9b13-47f9a9031db1,57.48
249a2907-4521-4a41-9aef-03761cc7abe4,46.13
8283a3e9-bd81-45bb-8e9a-d0fc0a3d82bf,30.71
f6dafa65-a55f-49e1-a724-25392b6a67a9,53.16
3966933f-2a42-4258-a11a-3ca10d8ea30c,23.88
c756d3cb-ee40-405d-8de7-b75b1508f7aa,46.28
a8da6913-3ccd-4a7d-8bcd-b6c3bc40b358,19.42
722ab383-ab5d-4504-bfe6-0cf00530a5f8,2.04
9690d2ff-76f5-4b3d-9870-6f8825a11efd,9.89
1092fd2d-1c82-469d-9dbd-6a48a81a224e,36.85
142771ca-5319-4f8a-823b-4b67c1be38a0,6.2
79730d1d-9151-4a4a-803a-79376f5119ba,16.49
ff2d95d6-e98b-439f-84fb-4832eef2b2d1,50.93
97e9fe69-8a24-4f22-83d0-081e51af09a6,19.27
2b3e632c-d173-4ac9-8e66-47911d5612c9,20.38
62c4b103-d02e-4f4e-a5dd-59e415f3d747,31.12
4e6d1866-24f9-4fdb-9b42-f4347d518f6c,48
81918a93-a2a5-4a7c-9f82-71131f3a0e4b,12.23
8d351388-79d3-4dac-93e6-e5c9737f26bf,29.45
a53e5d5b-61ad-47e9-b79b-98b3d7e099bb,6.25
d83bf7b4-256b-42e1-9a23-58b3ef4f0b62,10.5
9d5cef4a-f342-4a8b-8fdc-b65ee0c252fa,37.4
60df6309-6a95-479f-b19d-47d3de7a042d,35.18
e6cf7e40-97f3-43ef-84a5-c11a01ef4604,32
7fa3d1f7-cfb8-461b-bbd2-d235d305456d,41.09
a6911210-8385-4202-8ff5-60e8ff4add2d,22.71
10d1c793-0e54-4a83-a4e5-ad494ee1ed24,12.99
24266666-9fca-4977-8b35-483bc56c4f42,15.48
7a4feeee-5a58-4d94-81ee-284cf9b58afe,48.68
985af173-28a8-488c-af1e-3eb0be2c699f,59.37
cf6d534f-83cf-41c4-a0bd-7489542ed4fd,27.01
bef1357c-606d-43fb-be2e-382f8b474b3d,57.97
76730201-438b-4bb1-98ed-a7d23ff0a404,59.08
ff407b44-77bb-4e3b-8709-7221ed825d70,26.96
a532f764-8871-449c-abf6-adeec82b2442,30.65
d551a572-4f54-48f8-9f26-f6815089a677,10.53
19ef4aec-26e3-47c4-84df-f64e95eb25e9,35.7
96430831-4a35-4a69-84fe-cb884e0c06f6,30.26
3ebc19ca-1e63-45f1-b847-5c6e71a19e6d,53.16
1d1b0432-601a-4e31-9e36-202760b7476e,52.16
cface2f7-08aa-4000-afde-ab14ebe05fac,54.77
bbad79cb-f622-4fe7-991b-6d70bf390658,30.36
c997ad6e-c1d8-4518-b90c-ebca6a3f838e,44
64acce67-fe45-4899-b1a8-4459c5fea51b,28.73
1a8d74f1-3cd5-4daf-a3bb-201e4f0ae16c,13.65
0ed183b5-f917-4a77-900f-f335ca249267,50.53
920c66f2-079c-478c-b249-6e4ad3855dee,15.12
4423aeca-0cbb-4593-bf05-da8db90aa594,1.11
c8874dde-9b36-4c91-811a-0a9018e9bbda,26.27
79c5d405-89b0-4edf-8703-b79a993714b4,41.94
2e1a865e-a685-4e36-8eac-ff22dbb2358d,49.84
b30f9bfa-7ed0-4764-9c32-368d393bd291,49.86
691d750f-db4e-4192-b85e-f067f7d8396f,59.47
a0394a7d-a383-451a-970a-fd3371935af7,22.95
311928d8-d034-48ba-af6e-7ca31cc673ce,50.35
c9a1be02-ce0b-4be2-a4bc-79017a497f8d,17.05
64170244-77de-4528-9956-789f004ce2d4,28.62
d960a5d1-4c1d-499d-b182-829c6e7eaea3,49.14
eb33296c-4cc7-4c9e-a09b-d25929f26007,4.34
8fa7877a-c96d-4224-94da-5fd2f33230e0,12.19
bca96e71-a223-4cf3-8742-94370c136559,46.68
a9972a51-e11b-4e39-ad35-6cc959f7ad4c,40.7
0c267730-593e-4e69-a744-8f2de848a3ae,42.66
af233bcf-e0ae-4b2a-b5cc-4f731d922893,8.15
6d3f50e9-20c9-456f-ae9b-39f8c098f01b,34.07
da40918b-6d7b-4d45-8627-a98b9891f90f,45.16
a33b3985-7bc0-4576-9584-6e5a7bf32c44,47.81
a520dc6a-49d0-4c4b-a562-234492a45f8b,52.68
b40e498f-d47b-4dce-9cb8-4baa4966f235,2.62
2f008750-b067-460a-8bef-d0dbab0bc87c,4.33
16953c96-d287-4faa-8f60-723752e51127,46.18
e92c979e-f474-4eb3-8682-ff9bdfe64ae5,9.24
b7391248-ac48-4600-bb91-29202887f7b5,31.14
307dec84-5621-4e49-9c17-d130cc2c144a,51.92
f0e4c468-f3e3-4e14-a33e-1b3df399b25c,30.41
84bad6bf-51e8-4644-ade1-e89562046d05,47.56
e55e596c-9c0a-4ee2-ad2d-fa77844f1852,44.06
5199fee0-33d3-413b-972b-5643561f92ec,39.61
4cfe1b51-b950-47fc-9fb0-75816b622b4b,15.99
42ba34f3-1369-43bc-8d60-03ca89081f60,9.16
83091c4e-2b05-4a00-b98d-d38a0fbd1348,50.98
76ba7b71-c9e3-4f29-a37a-dac27de0d760,11.6
164352df-ceaa-4837-bcb9-2850b5c07aae,59.04
42e4cbd3-7bc6-4a40-9359-02285022fedc,19.33
78bc1b4c-56e6-4e12-a9f1-2cf145e4c5e7,38.41
4e4227f6-29e5-46e8-9135-108319e192d1,41.34
7d1901fe-e305-4aea-912b-053a84b06a5d,43.11
12906f9a-b89f-4a20-94ce-84de93ff9651,31
e10ee711-fe01-498d-8145-e2dda2b2f1c2,33.08
8ecdffa1-68b1-4b76-982c-ab813e6251e6,59.66
67df0ba8-cc15-4b79-9c65-751bcde27944,45.85
5edf6e8c-3785-4de4-a782-734ce5910951,56.3
ea8b1837-a047-48a4-bdd4-0b79bcddbafe,20.39
193b7854-93eb-479c-99a4-5a9b2133c16c,18.81
023fffd6-41bc-41f6-9510-0f0ff413cf95,30.16
54f00a88-4b2f-41de-8b37-14567defb1a6,42.79
3701dce2-3a51-42e8-8489-536c321fd5d5,29.55
5e1b5834-8a46-4ab8-9a2f-fe07417b2e2c,32.59
0b28f13b-fff2-4a0c-8409-1206a75ef1bd,2.4
0ef6be12-62b9-4e36-8512-8bf3716df290,30.15
e9b35599-d307-431a-be5f-ef9e85e16425,13.19
ae8cec15-4288-43a0-8d73-ec497e09093b,46.88
2569fefe-865b-4f37-b83e-9c2c2a1e2188,30.35
8abbc3d8-8525-4fdc-8540-4db6cd1c66a9,27.38
182f0c47-a22a-4a90-821e-ec7bb452f481,20.05
af724681-16e2-45c4-90c2-65c1f00a6dee,52.05
b2ed4d60-6d53-41ce-b06d-677d63301fff,12.07
01a7c851-d4d8-4ea8-856c-ad0701e36139,42.23
81660b24-9855-451f-b798-de9ca9110227,42.76
d005d92e-b6a8-4596-bd12-fd43aaf11fcf,52.63
536ac66e-023a-403a-88af-2f7175414784,54.2
a73df88f-0454-49f9-8176-40ea0d9fa268,55.86
4bf91909-7e68-4fbe-aabf-3a3262b9db13,45.01
466276e4-1a8d-422d-b6e6-5d85cb567db6,22.67
f28b3d7a-d183-44aa-8ef2-0a745482924b,37.11
e363e013-0a60-4345-b0ea-4ed667d0725c,41.8
1e67422f-06c1-448b-becc-a7c10b65a30b,21.7
d4f9a75e-50e6-4bea-9025-0c92466b2793,53.08
b59aa5ff-65ee-40be-80ce-a2bbf6e35704,59.3
445525d5-256f-47a2-a1d9-70bfb1a608d6,58.26
b4f79bb1-0027-4055-a080-0c5fd749c1fb,42.58
85768e40-bcfd-4001-8e64-1b93923a02dd,41.57
be70fe2c-e1ec-429a-8169-1cf621bf08fe,6.34
90a9de45-9988-4fbb-946b-4d83451b4448,35.55
73a3ed78-9d68-42ea-9b59-10232d3dd14a,18.32
b755b600-7986-4ac2-99b6-ac1febc9bbb4,45.02
6afbb20b-7fa3-4bac-8f35-374e307a3aef,2.32
040f7204-190a-4b1b-bb09-18d8299bf155,28.16
d13e6104-717a-4933-80de-f947b393c791,19.86
296600e4-5a0d-40bd-b25f-eca04d235364,14.49
647f809c-c98f-48c5-92d6-69c3f9c96ebf,22.04
be771bc5-25b2-4780-8ec0-8f0c24b6fd46,53.09
b264dca8-d310-4507-8d5a-43472a3f4b85,27.99
dbc681f5-ba43-4044-a956-a4e4af923029,50.72
f2b8ec9a-5edb-4ceb-b6c0-f0e26f95e8f8,27.12
9f591094-0a13-4846-8907-3232d51ff6be,48.52
f6748ce8-8554-4441-881a-750185d46b87,54.82
95e0d4cb-1c5b-4984-91c7-b508f77389a0,0.29
191ba379-f616-42fd-8959-7da6bbdd9780,15.35
6e44aaae-363a-43e2-bcc0-5c67e2163007,57.67
fdb98aed-298a-4c8c-80c9-1731a1730313,20.89
1790a09e-9307-4a5b-b60f-54061e6e7f57,18.64
eab253ff-141e-4052-ac8f-d3d816c20815,48.75
5f7ac434-6df1-49e9-aef6-b76aa3b4241d,7.82
a3ccec00-ec36-4900-bfed-a1f6bd9e427a,13.07
58145182-bd3a-46b5-8ae4-ccb9e660de1b,3.39
185600b3-deee-4b84-87d0-0e7d7d28117e,37.56
b8f72995-7a85-4fc1-8dcd-1f58b74dd0e9,48.85
055ae5ef-8b83-4d05-b902-13a6d995187d,17.34
9a67c47e-5407-4bf7-9b1a-06dbd04d66a5,58.63
60be133c-c31a-425f-9f0b-990a36c7588e,2.38
5cace313-9dca-480a-a523-b7dc63b066c6,52.5
2d3e29c3-ea66-4ebc-a644-faf6cdf07774,59.97
c605e809-599a-4dec-92e2-03f29ca0369c,11.85
24d90211-814c-49dd-ba66-dba70a539425,28.64
afde9301-60ce-45ae-bdf4-374470e37faf,14.89
508360ea-3f9d-4dc8-8952-06d81431881d,15.91
af9c272c-a381-41d8-aa05-64ffab3ebfd0,10.17
5544fb53-e888-47c8-a909-3c09bdc465ab,51.61
fb24a5aa-82ee-411b-8b3d-e392e51aa16a,44.37
4b5795d6-61f3-44c4-8697-aefcafa22857,19.38
dabea948-3682-41fe-9c7a-3d02d87ea584,57.88
ce667725-865b-4be8-a80b-b27c0af2df73,32.29
9c03fcc8-01fc-4609-b5a5-deddd2e66964,28.05
ec0552a0-4e94-40ec-82c1-52551ca5a6aa,19.2
eb6cac65-765f-4c6c-8a1a-03b531cf8fee,17.92
bca6ee63-eaec-4bb7-bd53-20e41e8d82ba,12.53
1b9903b5-01ea-4bbb-adb7-a2ca816157f9,21.26
7e2156e8-5217-4657-9e2d-3c4671333457,18.42
b268c016-2f9d-45f3-af8e-10b4feb5b394,31.05
ea5be513-c9c6-495c-b855-bed508b05273,52.03
56c7f713-92e4-433e-bfc8-7adef1975fd0,41.46
441c3ec4-2c10-4fa9-8ee6-484ca000c4eb,15.28
429693e9-ce6e-47ce-af3a-63be2b9b9252,52.44
1bbaf3f9-05de-4fb3-9899-9298538ba91b,1.66
0196be52-9447-49e7-a38c-0552be740cc1,29.43
ec5f70a9-174a-4f63-a0a3-4b41abeae7f9,11.51
41dfbea8-0a1d-4615-83b0-f588557fe050,3.76
61e8151e-6934-4d7b-a47e-b978afbb7c89,34.11
ad762f86-54c3-4d63-8573-026ce64f1ace,22.05
f2c06144-02af-4336-b060-3eded5c64d99,27.78
361553b7-cebf-410c-a09b-553424186ba6,32.61
ec8d74f4-fb46-41d2-bc28-5cef784d3c27,36.04
05e3b5ea-0dbb-4f63-abbf-85b245dd852e,48.91
3f03c2b1-c451-410b-8341-1a309314a269,16.08
ba18269e-22cf-4bd5-b19e-ab79ba9a1282,38.83
8a023022-4b7f-45eb-9d97-1594dd5d0913,41.32
48eaf603-a0b3-4fb8-bd6c-0c624155efc1,37.5
21b8694f-e691-4ef1-b6a6-78b313ac4d25,40.93
db47af22-c39d-4057-87b8-8cf8557290da,53.25
3722f4f9-a890-40be-8d40-9ecc2925f9e3,1.75
5fd774cd-253d-47d9-8616-448ba7e06a3d,59.54
8be754d2-5bdd-4774-9ade-b3f67232d6ec,23.36
89e9bac4-eca3-4c08-8e48-c26de4e9e46b,8.05
e7fe1544-9cc6-4760-9d90-465c0ad54e57,1.05
13119adf-ea09-4d9e-a47e-e5d23984a30f,4.84
2f8bf0a8-c6e5-4752-9eb9-a841fb77da94,57.67
ec3fc702-d6a4-4fa0-8357-c8df0272bb5c,11.79
3f89629a-fa5c-45eb-a4ba-6bb6b4153f2e,6.63
be1c0566-a44f-4051-a3bd-dea928669580,34.18
ddd8aafa-68c9-4cd8-8897-eccceee23d65,6.1
90752554-cbbd-4c2f-973e-2f135b805ae3,33.32
2af16712-cd12-49f2-8baa-202ec9169b61,36.99
618b7590-6475-49df-b820-88fa26472740,10.28
531dcce8-c02e-48e6-a0da-88ac3f6c6d36,38.4
6b634c44-21de-4dec-8a54-5c284190e8f5,11.55
f0ad9959-bdb7-4ef6-ac52-e458513eb676,59.03
46e00d05-a047-4f7c-8869-3e755fbebf81,53.45
ed6e8b8b-8e1e-42bd-82f8-674873d00589,36.29
e0ff3b33-4d93-417f-b70c-03349aa6370f,2.1
bc647a82-050e-4baf-8f4d-12d6ed652cfb,56
fcb9eec2-4d39-4cec-a368-1092088ffd79,23.22
ce3c8179-619c-4de2-841f-fba603bd987a,42.92
f60d00b3-f798-4479-afe6-6082c009e123,19.84
a49e0472-e242-4bac-9233-e46013d20890,22.85
1d150255-d2da-422f-b50d-1cb753588d22,33.67
341a614e-3ad0-43cb-8a3e-ee538a6c9759,34.31
b730c355-df6e-4448-9ef3-1d5a755bdf6d,42.73
12327175-6454-4d14-b757-ba9c849815d8,6.53
39ca10fc-c641-4cb2-8d7f-244a82a05462,12.18
61666f8c-823c-4355-b352-d5fe94007a6d,49.27
d5ae8793-7dc2-4c85-9e8a-017aca3526ab,21.7
a15993aa-3238-4064-a777-8bb93bd5ffef,36.91
069d4543-dd75-401b-aae9-1a965a49df98,30.17
13f5e44f-7db3-479b-b39b-83e8b8129db8,56.38
