uuid,max_price,live_price,created_at
b69962b6-8f6f-4014-9ea7-647ef508869a,38.35,72.29,2023-06-25 17:47:22
bba345cb-512a-436e-b51e-b5e1d5ced802,25.08,53.99,2023-06-25 17:47:22
18cee2e9-2c87-4281-a67a-ccebb1a4acf6,18.76,40.0,2023-06-25 17:47:22
5f9de85f-c838-4a03-8d3c-a2b79648e8cd,11.67,25.7,2023-06-25 17:47:22
a2a21dc6-5b64-448c-a87c-3795c07be813,3.93,20.9,2023-06-25 17:47:22
846e023f-4063-47f2-8daa-128ed227e280,0.86,10.0,2023-06-25 17:47:22
7bbc0708-8b75-4c22-ad46-10289894a1ff,5.73,25.29,2023-06-25 17:47:22
89b9ebd4-c670-484a-b1bd-508655647daf,3.98,38.69,2023-06-25 17:47:22
ac6dfe53-dccf-4bf1-9837-774971d9b48c,8.92,36.09,2023-06-25 17:47:22
7a705125-03dc-42e0-b978-dd5ba1c2fa06,25.46,40.59,2023-06-25 17:47:22
e4c80f88-2f05-4541-86db-8f902ec686a4,0.89,27.89,2023-06-25 17:47:22
706090fe-35b7-42a2-90e0-2022f70d09a1,17.25,38.79,2023-06-25 17:47:27
c1b5494e-54a8-44c0-bb1a-c2aa3e9dddbb,40.0,53.79,2023-06-25 17:47:27
73c395ef-850c-4600-9a24-cd4f6f5b277b,25.45,30.99,2023-06-25 17:47:27
e4b14a00-cf1a-4f2b-9b9b-5061cb0c3111,14.37,533.39,2023-06-25 17:47:27
553be75a-a862-4f2c-9b96-974c85b2bcdd,14.26,37.09,2023-06-25 17:47:27
e5b527aa-a71b-4db8-8475-1fd1ec86ddf6,15.12,28.19,2023-06-25 17:47:27
a4420363-bf78-42dd-8d61-f0d31a4f8d7d,36.99,46.59,2023-06-25 17:47:28
e9c3ef9a-7b84-4b2b-8e66-14de0e42a36a,1.95,68.59,2023-06-25 17:47:28
b5b8d8bc-7629-42a6-b82a-429be746d210,14.42,22.23,2023-06-25 17:47:28
30cbc455-7638-43b5-abb3-c3b545a8e4a1,8.97,32.39,2023-06-25 17:47:28
cc5212e8-ee27-4ba3-af32-b83f0858ae32,20.06,31.29,2023-06-25 17:47:28
3f17d3eb-d1fa-4bc7-9395-49f0801156d4,20.2,32.9,2023-06-25 17:47:28
9939de97-f6be-4cbd-812c-a27bfc5813cb,41.31,59.39,2023-06-25 17:47:28
53a2597e-f7ea-4ce9-8db4-3dbcc21c656b,2.08,70.39,2023-06-25 17:47:28
cbd1f85c-cc5d-48c9-8d80-7dbd943b5c27,16.39,40.59,2023-06-25 17:47:28
f4ebc92c-fa04-4cea-b81c-1199cb125bf4,30.85,34.09,2023-06-25 17:47:28
8caca1b2-ac4e-4710-90ef-e3211ceb0ef2,0.04,8.9,2023-06-25 17:47:28
bfdcc179-35c6-4c2e-a9c2-207b82aa5f9d,7.66,22.95,2023-06-25 17:47:28
023f2d4d-83b4-4619-bc96-3060828a2715,6.02,25.0,2023-06-25 17:47:28
f6e7d618-70d6-45ed-87be-d59869bb5147,16.28,27.9,2023-06-25 17:47:28
df1609a7-3948-4dfc-96d4-44b36bbdfb55,19.66,33.39,2023-06-25 17:47:28
3a0ecadd-4687-4208-ac0f-2b5a9d9825db,34.69,65.59,2023-06-25 17:47:28
4dee3751-3c8a-4f3f-a2e1-600f3dffb1df,22.16,48.69,2023-06-25 17:47:28
f234d0ff-d96c-40cd-8b1f-a34caa114f45,27.56,45.99,2023-06-25 17:47:28
ad2ed1f0-9889-4fa1-a783-58078731dd16,19.66,41.99,2023-06-25 17:47:28
6417fc9f-9706-4a00-b6e7-34ef4910b0e0,56.51,82.19,2023-06-25 17:47:28
8dae07c3-8c7d-4309-ac72-d687c9030cda,33.16,66.29,2023-06-25 17:47:28
df5d144b-5b66-4f4a-b27f-a0ecf217f7c4,1.73,37.09,2023-06-25 17:47:28
3cc77fde-002c-498f-b1f9-58079975b7ab,47.91,102.09,2023-06-25 17:47:28
3934223e-00eb-43b1-a41d-21c629dfac38,27.56,31.69,2023-06-25 17:47:28
e869f8fe-1315-46be-9266-f3fe12c194c9,0.39,7.25,2023-06-25 17:47:28
dd199b0d-0b96-49d8-8b46-8b0f682e48b5,38.7,42.9,2023-06-25 17:47:28
d6146be2-eee2-4197-ae99-942dd2d7ddca,49.08,65.0,2023-06-25 17:47:28
33c304ae-f9d7-4437-8a5a-821cb670df2b,6.76,38.69,2023-06-25 17:47:29
cd4004e4-4cc3-433e-807c-916d3c6ad39e,23.82,91.19,2023-06-25 17:47:29
61378442-610b-4959-b10c-221ebba6db18,17.04,37.49,2023-06-25 17:47:29
eb18827c-b71f-4376-a0a0-c8be53a01483,7.9,34.69,2023-06-25 17:47:29
4e31ddd8-139a-48d2-b7c7-eeffd305a0b7,1.65,55.49,2023-06-25 17:47:29
52b78f81-6aa2-42cc-b30d-c8b1d2e0ebd6,40.66,86.79,2023-06-25 17:47:29
4d50ec8c-90fd-41ee-8c5b-942d2f59d56d,11.95,58.19,2023-06-25 17:47:29
565c1e3b-0295-4076-92c9-287ce63a7af4,13.15,55.69,2023-06-25 17:47:29
6dbc4dda-a364-4f10-aade-cc6460cae07a,9.11,38.69,2023-06-25 17:47:29
7a26897b-d0d6-4f7e-8bfe-c4cbe2a028fd,20.13,58.89,2023-06-25 17:47:29
f2f9e614-d5c8-4503-a01e-81beed4187e1,1.65,12.99,2023-06-25 17:47:29
c3cb9900-d324-4616-80a2-d116cca0c490,38.49,61.09,2023-06-25 17:47:29
17f4a66c-69f6-427c-ad03-04b24608dba6,40.44,42.2,2023-06-25 17:47:29
67841323-c98e-47a9-9c7c-c67ba14acafe,3.55,3.8,2023-06-25 17:47:29
0ffeee9b-67dc-4363-a5e6-d828a1011914,9.83,38.99,2023-06-25 17:47:29
5b2e1fe5-337e-4562-b48a-3c416aee5f51,22.01,36.39,2023-06-25 17:47:29
e0c12672-9904-4be2-b7e5-cfd42200abde,18.54,49.59,2023-06-25 17:47:29
b1ebe167-aac7-49bb-8584-92b199cb3755,19.84,26.49,2023-06-25 17:47:29
06aa26f8-b4d6-4460-b4c2-29e3ee2490f5,4.53,47.19,2023-06-25 17:47:29
ae79f40a-a90c-4428-9e34-9de6ec4b1b84,14.27,39.19,2023-06-25 17:47:29
37dd1891-a48b-4b95-8d21-195b63fd4e47,31.5,41.19,2023-06-25 17:47:29
b1d7a010-5c6a-403c-91cb-401f23f79cb0,41.14,46.69,2023-06-25 17:47:29
676467f5-1dd0-495b-b996-614e765de3ba,59.51,140.09,2023-06-25 17:47:29
dfb5800f-8a50-42c9-b179-7e3ac50f9e5f,30.96,58.89,2023-06-25 17:47:29
5ab543c0-e662-484d-bb9b-4141bd0c12ee,6.41,36.39,2023-06-25 17:47:29
8be85e5c-fcd1-46e7-a033-3fb97226e702,7.79,22.09,2023-06-25 17:47:29
b97c5117-95f2-4331-b1c4-4a02873518fa,52.23,94.39,2023-06-25 17:47:29
cedcff56-1850-4882-ad83-5fc10f91e172,4.99,21.4,2023-06-25 17:47:29
f8ad6b86-5497-4ab0-af3c-b6daf4d2a2d5,39.39,39.59,2023-06-25 17:47:29
ad62c563-96be-422f-86ea-d1984ba68cb7,30.75,43.29,2023-06-25 17:47:29
73d8d7dc-2b92-4ace-8acf-ce30ed34fa4d,8.78,26.9,2023-06-25 17:47:29
222666e7-840e-49e3-882b-4585270ffcde,23.44,42.09,2023-06-25 17:47:29
41470915-d91b-45c9-ba8a-008360f33bc1,7.31,37.4,2023-06-25 17:47:29
9bf6df79-42e1-4a35-b1e5-c529dbdceca7,31.12,82.1,2023-06-25 17:47:30
de43eb6e-4bfc-4b02-a54f-50af5e475815,5.94,88.09,2023-06-25 17:47:30
87d29ad2-34e4-4482-90dc-77985a232c38,11.88,25.79,2023-06-25 17:47:30
3da79019-e773-4bca-b576-41a579ba01db,7.53,21.49,2023-06-25 17:47:30
576b61b5-7859-4f93-9d0e-5ba4e1124be9,31.13,58.49,2023-06-25 17:47:30
33faf1ed-7e69-4766-bea3-879768540b6c,14.02,56.49,2023-06-25 17:47:30
b834d951-8596-4229-af02-7e469bdcbe41,3.36,3.49,2023-06-25 17:47:30
88079d23-ba97-490d-9329-e1dc49baaf6c,0.66,68.89,2023-06-25 17:47:30
7ec346ad-4eb0-4a52-b29b-6d9ed304a395,26.28,32.9,2023-06-25 17:47:30
6034c961-7429-4d46-8cab-fc87fbe20623,31.22,32.9,2023-06-25 17:47:30
3e1026c1-1ee1-486c-8b36-ac238700a255,14.21,24.89,2023-06-25 17:47:30
3cbc53e7-8566-47ff-aded-d92fb748b23b,18.55,25.69,2023-06-25 17:47:30
56b5a3c1-8a62-401d-a9b5-140a4e872241,7.32,26.7,2023-06-25 17:47:30
0bbd028a-b42a-44be-b023-b91e42ff2f4d,36.66,129.09,2023-06-25 17:47:30
30c51972-b2d7-4f74-b64b-bd5c7d725fbd,49.3,51.19,2023-06-25 17:47:30
363d9743-4d82-49a6-8bf6-0fc7389a4085,14.25,84.79,2023-06-25 17:47:30
910db1c9-2bed-40dc-baf9-a2477aeaddec,17.88,21.29,2023-06-25 17:47:30
cfa4358b-99f1-4975-b9f4-7abeeaab005b,20.66,38.29,2023-06-25 17:47:30
64541768-a3ff-4606-85d2-cbcba3c64718,20.21,23.19,2023-06-25 17:47:30
2438a302-e009-4a35-b499-7af7912b4e20,31.59,50.59,2023-06-25 17:47:30
857ea19e-c2be-440c-bf3e-47419be75221,21.59,24.39,2023-06-25 17:47:30
27ad52c9-9591-44e3-8aa6-9bface186d2b,28.99,47.19,2023-06-25 17:47:30
892ea867-2624-4bcc-a713-c72214ab3f15,21.86,44.79,2023-06-25 17:47:30
107775fa-d3d0-4063-9f4c-5c58c3f9e78e,30.63,51.1,2023-06-25 17:47:30
efc73016-23e6-4309-86cf-06cae7d16039,23.28,29.49,2023-06-25 17:47:30
a6db8a9f-0da6-4dcd-8be0-a2c68be5f9f9,15.77,23.0,2023-06-25 17:47:30
148f5174-2507-4786-a443-0c524614faf9,37.38,37.9,2023-06-25 17:47:30
33e051c1-42b9-40d5-8905-db1caab49526,56.26,105.89,2023-06-25 17:47:31
055b627c-505d-4d6e-ab0a-6fefd90534ba,57.57,102.59,2023-06-25 17:47:31
bc0b7f34-80e1-414a-bf85-a9062b12a8e2,15.02,23.8,2023-06-25 17:47:31
8bb9b53d-67cd-41af-a1a0-7b67b2aadea9,6.77,74.99,2023-06-25 17:47:31
68f54f15-50eb-433f-84c7-7e822a880cb5,27.08,37.79,2023-06-25 17:47:31
ea8a4525-a0ea-4366-870b-113cbe36ce3b,20.26,43.19,2023-06-25 17:47:31
68a193f4-0e0c-42c1-ad42-82e3d3c257dc,7.22,7.5,2023-06-25 17:47:31
841cfab8-c40d-4555-8405-47606f8b0c54,2.76,6.8,2023-06-25 17:47:31
c56a5a07-7e39-4a62-90a2-c68093b96648,40.72,62.19,2023-06-25 17:47:31
91d47878-8a9e-4052-b1fb-6e3aac92d2c0,51.83,69.89,2023-06-25 17:47:31
52935526-3c27-4471-89b7-29887267a9ec,3.81,19.69,2023-06-25 17:47:31
f428cdce-2ecb-46a2-aff7-a92868980b31,40.61,68.99,2023-06-25 17:47:31
98ecf9b0-2038-4d5d-93c5-3b511dfef131,24.31,28.79,2023-06-25 17:47:31
4f764037-b045-4979-8feb-ab56459e9e97,19.04,25.39,2023-06-25 17:47:31
d35b2114-78d5-4f0f-921b-89ce1b5d4635,24.36,26.99,2023-06-25 17:47:31
a446f93e-0175-4366-93f8-1ce4c6f7b9a6,0.52,45.99,2023-06-25 17:47:31
59f74701-bb6b-4ec8-892d-b71a1eff93f0,19.12,35.89,2023-06-25 17:47:31
e5a9ecec-e0fe-4782-b265-2c972749096c,10.69,13.2,2023-06-25 17:47:31
b71268a7-0737-4fef-b299-c23cae53f1fc,19.6,48.79,2023-06-25 17:47:31
d58dc9c5-db2e-479d-ab20-d2c45b9b4ba5,19.07,72.99,2023-06-25 17:47:31
e6b7829a-1845-4353-8690-df907d15d78f,14.14,67.49,2023-06-25 17:47:31
50672c7c-fd24-413f-b457-f9f8cf71c8bf,34.86,44.59,2023-06-25 17:47:31
377592d6-37c8-4ea6-847d-b5657cd3555e,1.5,31.09,2023-06-25 17:47:31
03dacfb6-ff0b-42b2-8aee-7375c9938a37,12.09,29.39,2023-06-25 17:47:31
2629f314-15b3-415a-8280-23584d1a7ed8,21.54,30.59,2023-06-25 17:47:31
11d818a8-73a8-4d3f-822b-e1c9deaa2dd4,19.04,61.19,2023-06-25 17:47:31
a041c4f0-67a4-422c-92b1-cacc29942cf4,5.23,119.69,2023-06-25 17:47:31
525399d2-d876-4149-9651-5fa7c1f3eb2e,27.83,42.59,2023-06-25 17:47:31
6cb99b84-4c3e-47a4-9e61-038eba512fb0,24.07,43.99,2023-06-25 17:47:31
916b4fe4-63f7-4614-99c8-66112f83694d,1.48,22.29,2023-06-25 17:47:31
ea7aef1b-a1fd-47a4-96d7-38eb5c473a9e,22.47,51.39,2023-06-25 17:47:31
39a37621-4c6e-4c62-af2d-d918bcb152c8,4.23,88.09,2023-06-25 17:47:31
a61fd30c-f619-4524-a195-de5614bc3a51,40.54,142.49,2023-06-25 17:47:31
565e7df7-98c1-4b9b-9066-a7970539a83b,31.56,34.99,2023-06-25 17:47:31
588f9dae-9dae-4eaf-9fb3-88535068050b,29.8,47.99,2023-06-25 17:47:32
3e7cd08b-a765-4738-96c4-12fc7e2eda16,6.07,6.7,2023-06-25 17:47:32
435d9584-f858-41af-83db-a165ff8b38ef,25.83,85.79,2023-06-25 17:47:32
fa9b4f79-868f-4e0a-85ac-72645d0c02e6,7.94,59.89,2023-06-25 17:47:32
3d5933a4-73dd-4ba2-b037-f777f16946df,19.89,20.79,2023-06-25 17:47:32
7844da32-eb77-4678-9f0f-41a739777043,14.34,59.19,2023-06-25 17:47:32
48b851ba-5cd8-440c-bb03-774ad1254b46,44.59,50.59,2023-06-25 17:47:32
af23d073-6eaa-41c0-820c-8f6bd075aeb6,20.41,22.29,2023-06-25 17:47:32
cb052954-5394-491d-bc49-fe6bb07f5535,2.19,39.59,2023-06-25 17:47:32
039d57cc-8e56-4b43-b94a-10c6f0ad32d4,30.05,34.69,2023-06-25 17:47:32
acb66b60-9272-452c-87ae-22716e06ce43,5.41,84.29,2023-06-25 17:47:32
f5d66b83-3b51-4a8f-ab8e-2d62123f0406,3.99,23.29,2023-06-25 17:47:32
528a9ef0-b9e6-460a-99f9-9f452758ba02,18.18,26.59,2023-06-25 17:47:32
af1b98a2-0bbc-41b5-9e96-a7071fc5e5b6,17.13,27.5,2023-06-25 17:47:32
a94ef664-e81c-415a-aa5f-ec62c9510536,9.58,26.49,2023-06-25 17:47:32
463bd283-5fc5-46ac-ab17-c6483017cc57,1.69,23.7,2023-06-25 17:47:37
702325da-aef4-4ec1-9b61-8c0758ce273d,9.3,38.99,2023-06-25 17:47:37
e9787d67-a8eb-402e-83ec-ffdb049c2a49,5.39,53.09,2023-06-25 17:47:37
d7622ae3-0eb7-43a0-93aa-d4e52b357c4e,11.32,19.69,2023-06-25 17:47:37
